file_id	perseus_id	perseus_author	wikidata_work_id	wikidata_work_label	selected_english_translation	historian	main_language	author_code	author_wikidata_id	author_impact_date	languages	file_path	editors	pub_date	n_characters	n_words	n_pages	perseus_title	wikidata_author_in_db	instance_of	genre	form_of_creative_work	confidence
tlg0627.tlg006.perseus-eng4	tlg0627.tlg006	Hippocrates	Q110929341	Epidemics	1	0	English	tlg0627	Q1620003	-465	eng; grc	tlg0627/tlg006/tlg0627.tlg006.perseus-eng4.xml	William Henry Samuel Jones	1923	104485	16887	68	Epidemics I and III	Hippocrates	written work			100
tlg0627.tlg004.perseus-eng2	tlg0627.tlg004	Hippocrates	Q110929344	Regimen in acute diseases	1	0	English	tlg0627	Q1620003	-465	eng	tlg0627/tlg004/tlg0627.tlg004.perseus-eng2.xml	Francis Adams	1886	93634	16555	66	On Regimen in Acute Diseases	Hippocrates	written work			100
tlg0646.tlg004.perseus-eng1	tlg0646.tlg004	Unknown			1	0	English	tlg0646	Anonymous	170	eng; grc; lat	tlg0646/tlg004/tlg0646.tlg004.perseus-eng1.xml	Kirsopp Lake	1913	22532	3999	16	The Epistle to Diogentus					0
tlg0719.tlg002.perseus-eng2	tlg0719.tlg002	Aretaeus of Cappadocia	Q110769293	On the causes and signs of acute and chronic diseases	1	0	English	tlg0719	Q505931	135	eng; grc	tlg0719/tlg002/tlg0719.tlg002.perseus-eng2.xml	Francis Adams	1856	146859	25443	102	On the Causes and Symptoms of Chronic Diseases	Aretaeus of Cappadocia	written work			87
tlg0719.tlg003.perseus-eng2	tlg0719.tlg003	Aretaeus of Cappadocia	Q110769293	On the causes and signs of acute and chronic diseases	1	0	English	tlg0719	Q505931	135	eng; grc; fre	tlg0719/tlg003/tlg0719.tlg003.perseus-eng2.xml	Francis Adams	1856	139202	24761	99	On the Therapeutics of Acute Diseases	Aretaeus of Cappadocia	written work			75
tlg0719.tlg001.perseus-eng2	tlg0719.tlg001	Aretaeus of Cappadocia	Q110769293	On the causes and signs of acute and chronic diseases	1	0	English	tlg0719	Q505931	135	eng; grc; lat	tlg0719/tlg001/tlg0719.tlg001.perseus-eng2.xml	Francis Adams	1856	79721	13668	55	On the Causes and Symptoms of Acute Diseases	Aretaeus of Cappadocia	written work			86
tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Barnabas	Q262557	Epistle of Barnabas	1	0	English	tlg1216	Q185856	36	eng; grc; lat	tlg1216/tlg001/tlg1216.tlg001.perseus-eng1.xml	Kirsopp Lake	1912	50598	9525	38	The Epistle of Barnabas	Barnabas	letter, New Testament apocrypha	apocryphal epistle		100
tlg1271.tlg001.perseus-eng1	tlg1271.tlg001	Clement of Rome			1	0	English	tlg1271	Q42887	88	eng; grc; lat	tlg1271/tlg001/tlg1271.tlg001.perseus-eng1.xml	Kirsopp Lake	1912	77441	13815	55	The First Epistle of Clement to the Corinthians					0
tlg1271.tlg002.perseus-eng1	tlg1271.tlg002	Clement of Rome			1	0	English	tlg1271	Q42887	88	eng; grc; lat	tlg1271/tlg002/tlg1271.tlg002.perseus-eng1.xml	Kirsopp Lake	1912	23966	4443	18	The Second Epistle of Clement to the Corinthians					0
tlg1311.tlg001.perseus-eng1	tlg1311.tlg001	Unknown			1	0	English	tlg1311	Q210752	50	eng; grc; lat	tlg1311/tlg001/tlg1311.tlg001.perseus-eng1.xml	Kirsopp Lake	1912	18042	3233	13	The Didache, or Teaching of the Twelve Apostles.					0
tlg1419.tlg001.perseus-eng1	tlg1419.tlg001	Hermas	Q898808	The Shepherd of Hermas	1	0	English	tlg1419	Q1799472	150	eng; grc; lat	tlg1419/tlg001/tlg1419.tlg001.perseus-eng1.xml	Kirsopp Lake	1913	204544	38367	153	The Shepherd of Hermas	Hermas	literary work, New Testament apocrypha			100
tlg1443.tlg001.perseus-eng1	tlg1443.tlg001	Ignatius of Antioch	Q14849816	Epistle of Ignatius to the Trallians	1	0	English	tlg1443	Q44170	70	eng; grc; lat	tlg1443/tlg001/tlg1443.tlg001.perseus-eng1.xml	Kirsopp Lake	1912	66682	12356	49	Epistles	Ignatius of Antioch	written work	epistle		95
tlg1484.tlg001.perseus-eng1	tlg1484.tlg001	Unknown			1	0	English	tlg1484	Anonymous	155	eng; grc; lat	tlg1484/tlg001/tlg1484.tlg001.perseus-eng1.xml	Kirsopp Lake	1913	23062	4182	17	The Martydom of Polycarp					0
tlg1622.tlg001.perseus-eng1	tlg1622.tlg001	Polycarp	Q914111	Epistle of Polycarp to the Philippians	1	0	English	tlg1622	Q192371	105	eng; grc; lat	tlg1622/tlg001/tlg1622.tlg001.perseus-eng1.xml	Kirsopp Lake	1912	12715	2280	9	The Epistle to the Philippians of Saint Polycarp	Polycarp	written work		letter	92
tlg1799.tlg001.perseus-eng2	tlg1799.tlg001	Euclid	Q172891	Elements	1	0	English	tlg1799	Q8747	-298	eng; grc; lat	tlg1799/tlg001/tlg1799.tlg001.perseus-eng2.xml	Thomas Little Heath	1908	976636	181016	724	The Thirteen Books of Euclid's Elements	Euclid	written work, reference work	treatise		100
