file_id	perseus_id	perseus_author	wikidata_work_id	wikidata_work_label	selected_english_translation	historian	main_language	author_code	author_wikidata_id	author_impact_date	languages	file_path	editors	pub_date	n_characters	n_words	n_pages	perseus_title	wikidata_author_in_db	instance_of	genre	form_of_creative_work	confidence
tlg0007.tlg116.perseus-eng3	tlg0007.tlg116	Plutarch	Q110502331	Parallel lives of Aristides and Cato the Elder	1	1	English	tlg0007	Q41523	75	eng; grc; lat	tlg0007/tlg116/tlg0007.tlg116.perseus-eng3.xml	William Clark Helmbold	1936	15608	2765	11	To an Uneducated Ruler	Plutarch	literary work			71
tlg0007.tlg128.perseus-eng4	tlg0007.tlg128	Plutarch	Q11893746	De fraterno amore	0	1	English	tlg0007	Q41523	75	eng; grc	tlg0007/tlg128/tlg0007.tlg128.perseus-eng4.xml	William W. Goodwin; F. Fetherston	1874	12714	2294	9	Whether water or fire be most useful	Plutarch	literary work			71
tlg0007.tlg128.perseus-eng3	tlg0007.tlg128	Plutarch	Q11893746	De fraterno amore	1	1	English	tlg0007	Q41523	75	eng; grc; lat; deu	tlg0007/tlg128/tlg0007.tlg128.perseus-eng3.xml	Harold Cherniss; William C. Helmbold	1957	17596	3103	12	Whether fire or water is most useful	Plutarch	literary work			71
tlg0007.tlg098.perseus-eng4	tlg0007.tlg098	Plutarch	Q87197496	Quaestiones naturales	0	1	English	tlg0007	Q41523	75	eng; grc; lat	tlg0007/tlg098/tlg0007.tlg098.perseus-eng4.xml	William W. Goodwin; R. Brown	1874	16129	2812	11	Of Natural Affection Towards One's Offspring	Plutarch	literary work			71
tlg0007.tlg104.perseus-eng2	tlg0007.tlg104	Plutarch	Q87207955	Life of Theseus	1	1	English	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg104/tlg0007.tlg104.perseus-eng2.xml	William W. Goodwin; Thomas Hoy	1874	34148	6085	24	Of Bashfulness	Plutarch	literary work	biography		71
tlg0007.tlg082b.perseus-eng2	tlg0007.tlg082b	Plutarch	Q110502341	Parallel lives of Agis and Cleomenes and Tiberius and Gaius Gracchus	1	1	English	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg082b/tlg0007.tlg082b.perseus-eng2.xml	Frank Cole Babbitt	1931	12313	2263	9	Sayings of Spartan Women	Plutarch	literary work			71
tlg0007.tlg115.perseus-eng3	tlg0007.tlg115	Plutarch	Q110253766	Decrees	1	1	English	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg115/tlg0007.tlg115.perseus-eng3.xml	Harold North Fowler	1936	17198	2988	12	That a Philosopher Ought to Converse Especially with Men in Power	Pseudo-Plutarch	literary work			71
tlg0007.tlg068.perseus-eng4	tlg0007.tlg068	Plutarch	Q11871406	De amore prolis	0	1	English	tlg0007	Q41523	75	eng; grc; lat	tlg0007/tlg068/tlg0007.tlg068.perseus-eng4.xml	William W. Goodwin; Simon Ford	1874	95347	16775	67	How a Young Man Ought to Hear Poems	Plutarch	literary work			71
tlg0007.tlg095.perseus-eng4	tlg0007.tlg095	Plutarch	Q87209763	Life of Agesilaus	0	1	English	tlg0007	Q41523	75	eng; grc; lat	tlg0007/tlg095/tlg0007.tlg095.perseus-eng4.xml	William W. Goodwin; William Dillgham	1874	50077	9055	36	Concerning the cure of anger: a dialogue	Plutarch	literary work	biography		71
tlg0007.tlg073.perseus-eng4	tlg0007.tlg073	Plutarch	Q87209759	Life of Dion	0	1	English	tlg0007	Q41523	75	eng; grc	tlg0007/tlg073/tlg0007.tlg073.perseus-eng4.xml	William W. Goodwin	1874	19087	3301	13	Of Large Acquaintance: or, an Essay to Prove the Folly of Seeking Many Friends	Plutarch	literary work	biography		71
tlg0007.tlg098.perseus-eng3	tlg0007.tlg098	Plutarch	Q87196905	Animine an corporis affectiones sint peiores	1	1	English	tlg0007	Q41523	75	eng; grc; lat; deu	tlg0007/tlg098/tlg0007.tlg098.perseus-eng3.xml	William Clark Helmbold	1939	25200	4364	17	On Affection for Offspring	Plutarch	literary work			70
tlg0007.tlg070.perseus-eng4	tlg0007.tlg070	Plutarch	Q87197510	De primo frigido	0	1	English	tlg0007	Q41523	75	eng; grc; lat	tlg0007/tlg070/tlg0007.tlg070.perseus-eng4.xml	William W. Goodwin; George Tullie	1874	107992	18817	75	How to Know a Flatterer from a Friend	Plutarch	literary work			69
tlg0007.tlg132.perseus-eng4	tlg0007.tlg132	Plutarch	Q87208371	Life of Pericles	0	1	English	tlg0007	Q41523	75	eng	tlg0007/tlg132/tlg0007.tlg132.perseus-eng4.xml	William W. Goodwin; William Baxter	1874	11260	2009	8	Of eating of flesh: Tract II	Plutarch	literary work	biography		69
tlg0007.tlg107.perseus-eng2	tlg0007.tlg107	Plutarch	Q87196935	De exilio	1	1	English	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg107/tlg0007.tlg107.perseus-eng2.xml	William W. Goodwin; John Philips	1874	95140	16575	66	Concerning Such Whom God is Slow to Punish	Plutarch	literary work			69
tlg0007.tlg131.perseus-eng4	tlg0007.tlg131	Plutarch	Q87208371	Life of Pericles	0	1	English	tlg0007	Q41523	75	eng; grc	tlg0007/tlg131/tlg0007.tlg131.perseus-eng4.xml	William W. Goodwin; William Baxter	1874	14699	2654	11	Of eating of flesh: Tract I.	Plutarch	literary work	biography		69
tlg0007.tlg102.perseus-eng3	tlg0007.tlg102	Plutarch	Q110502344	Parallel lives of Dion and Brutus	1	1	English	tlg0007	Q41523	75	eng; grc; lat; deu	tlg0007/tlg102/tlg0007.tlg102.perseus-eng3.xml	William Clark Helmbold	1939	37717	6553	26	On Being a Busybody	Plutarch	literary work			68
tlg0007.tlg073.perseus-eng3	tlg0007.tlg073	Plutarch	Q110502333	Parallel lives of Pyrrhus and Marius	1	1	English	tlg0007	Q41523	75	eng; grc; lat; deu	tlg0007/tlg073/tlg0007.tlg073.perseus-eng3.xml	Frank Cole Babbitt	1928	20707	3624	14	On Having Many Friends	Plutarch	literary work			68
tlg0007.tlg072.perseus-eng3	tlg0007.tlg072	Plutarch	Q110253755	Isaeus	1	1	English	tlg0007	Q41523	75	eng; grc; lat	tlg0007/tlg072/tlg0007.tlg072.perseus-eng3.xml	Frank Cole Babbitt	1928	35257	6251	25	How to Profit By One's Enemies	Pseudo-Plutarch	literary work			68
tlg0007.tlg101.perseus-eng3	tlg0007.tlg101	Plutarch	Q137606866	Plutarchi Chaeronensis, quae supersunt, omnia, Graece et Latine.	1	1	English	tlg0007	Q41523	75	grc; eng; lat; deu; fre	tlg0007/tlg101/tlg0007.tlg101.perseus-eng3.xml	William Clark Helmbold	1939	60540	10637	43	Concerning Talkativeness	Plutarch	complete works			68
tlg0007.tlg120.perseus-eng3	tlg0007.tlg120	Plutarch	Q20552324	Life of Otho	1	1	English	tlg0007	Q41523	75	eng; grc; lat; fre	tlg0007/tlg120/tlg0007.tlg120.perseus-eng3.xml	Harold North Fowler	1936	19480	3493	14	That we Ought not to Borrow	Plutarch	literary work	biography		65
tlg0007.tlg077.perseus-eng3	tlg0007.tlg077	Plutarch	Q87195455	De fortuna	1	1	English	tlg0007	Q41523	75	eng; grc; lat; deu	tlg0007/tlg077/tlg0007.tlg077.perseus-eng3.xml	Frank Cole Babbitt	1928	71130	12556	50	Advice About Keeping Well	Plutarch	literary work			65
tlg0007.tlg118.perseus-grc2	tlg0007.tlg118	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg118/tlg0007.tlg118.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	90391	13567	54	Πολιτικὰ παραγγέλματα					0
tlg0007.tlg120.perseus-grc2	tlg0007.tlg120	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg120/tlg0007.tlg120.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	15606	2358	9	Περὶ τοῦ μὴ δεῖν δανείζεσθαι					0
tlg0007.tlg129.perseus-grc2	tlg0007.tlg129	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg129/tlg0007.tlg129.perseus-grc2.xml	Grēgorios N. Vernardakēs	1895	79295	11889	48	Πότερα τῶν ζῴων φρονιμώτερα τὰ χερσαῖα ἢ τὰ ἔνυδρα					0
tlg0007.tlg116.perseus-grc2	tlg0007.tlg116	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg116/tlg0007.tlg116.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	12131	1878	8	Πρὸς ἡγεμόνα ἀπαίδευτον					0
tlg0007.tlg111.perseus-grc2	tlg0007.tlg111	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg111/tlg0007.tlg111.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	14387	2232	9	Παραμυθητικός εἰς τὴν γυναῖκα τὴν αὑτου					0
tlg0007.tlg110.perseus-grc2	tlg0007.tlg110	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg110/tlg0007.tlg110.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	30353	4634	19	Περὶ φυγῆς					0
tlg0007.tlg128.perseus-grc2	tlg0007.tlg128	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg128/tlg0007.tlg128.perseus-grc2.xml	Grēgorios N. Vernardakēs	1895	9972	1626	7	Περὶ τοῦ πότερον ὕδωρ ἢ πῦρ χρησιμώτερον					0
tlg0007.tlg117.perseus-grc2	tlg0007.tlg117	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg117/tlg0007.tlg117.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	51274	7650	31	Εἰ πρεσβυτέρῳ πολιτευτέον					0
tlg0007.tlg119.perseus-grc2	tlg0007.tlg119	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg119/tlg0007.tlg119.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	4533	664	3	Περὶ μοναρχίας καὶ δημοκρατίας καὶ ὀλιγαρχίας					0
tlg0007.tlg126.perseus-grc2	tlg0007.tlg126	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg126/tlg0007.tlg126.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	79962	12689	51	Περὶ τοῦ ἐμφαινομένου προσώπου τῷ κύκλῳ τῆς σελήνης					0
tlg0007.tlg053.perseus-grc2	tlg0007.tlg053	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg053/tlg0007.tlg053.perseus-grc2.xml	Bernadotte Perrin	1921	6739	988	4	Σύγκρισις Ἄγιδος καὶ Κλεομένους καὶ τῶν Γράκχων					0
tlg0007.tlg098.perseus-grc2	tlg0007.tlg098	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg098/tlg0007.tlg098.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	20101	2620	10	Περὶ τῆς εἰς τὰ ἔκγονα φιλοστοργίας					0
tlg0007.tlg091.perseus-grc2	tlg0007.tlg091	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg091/tlg0007.tlg091.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	55375	8584	34	Περὶ τοῦ μὴ χρᾶν ἔμμετρα νῦν τὴν Πυθίαν					0
tlg0007.tlg065.perseus-grc2	tlg0007.tlg065	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg065/tlg0007.tlg065.perseus-grc2.xml	Bernadotte Perrin	1926	43134	6285	25	Γάλβας					0
tlg0007.tlg062.perseus-grc2	tlg0007.tlg062	Plutarch			0	1	Greek	tlg0007	Q41523	75	eng; grc	tlg0007/tlg062/tlg0007.tlg062.perseus-grc2.xml	Bernadotte Perrin	1918	6556	950	4	Σύγκρισις Δίωνος καὶ Βρούτου					0
tlg0007.tlg096.perseus-grc2	tlg0007.tlg096	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg096/tlg0007.tlg096.perseus-grc2.xml	Grēgorios N.Vernardakēs	1891	43288	6680	27	Περὶ εὐθυμίας					0
tlg0007.tlg009.perseus-grc2	tlg0007.tlg009	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg009/tlg0007.tlg009.perseus-grc2.xml	Bernadotte Perrin	1914	6529	952	4	Σόλωνος καὶ Ποπλικόλα σύγκρισις					0
tlg0007.tlg036.perseus-grc2	tlg0007.tlg036	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg036/tlg0007.tlg036.perseus-grc2.xml	Bernadotte Perrin	1914	91837	13377	54	Λούκουλλος					0
tlg0007.tlg031.perseus-grc2	tlg0007.tlg031	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg031/tlg0007.tlg031.perseus-grc2.xml	Bernadotte Perrin	1920	86644	12873	51	Γάιος Μάριος					0
tlg0007.tlg038.perseus-grc2	tlg0007.tlg038	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg038/tlg0007.tlg038.perseus-grc2.xml	Bernadotte Perrin	1916	61568	9198	37	Νικίας					0
tlg0007.tlg007.perseus-grc2	tlg0007.tlg007	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg007/tlg0007.tlg007.perseus-grc2.xml	Bernadotte Perrin	1914	58716	8869	35	Σόλων					0
tlg0007.tlg097.perseus-grc2	tlg0007.tlg097	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg097/tlg0007.tlg097.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	57032	7048	28	Περὶ φιλαδελφίας					0
tlg0007.tlg063.perseus-grc2	tlg0007.tlg063	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg063/tlg0007.tlg063.perseus-grc2.xml	Bernadotte Perrin	1926	80365	11905	48	Ἄρατος					0
tlg0007.tlg064.perseus-grc2	tlg0007.tlg064	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg064/tlg0007.tlg064.perseus-grc2.xml	Bernadotte Perrin	1926	48960	7365	29	Ἀρταξέρξης					0
tlg0007.tlg090.perseus-grc2	tlg0007.tlg090	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg090/tlg0007.tlg090.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	34645	5570	22	Περὶ τοῦ Ε τοῦ ἐν Δελφοῖς					0
tlg0007.tlg099.perseus-grc2	tlg0007.tlg099	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg099/tlg0007.tlg099.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	6724	981	4	Εἰ αὐτάρκης ἡ κακία πρὸς κακοδαιμονίαν					0
tlg0007.tlg001.perseus-grc2	tlg0007.tlg001	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg001/tlg0007.tlg001.perseus-grc2.xml	Bernadotte Perrin	1914	51003	7595	30	Θησεύς					0
tlg0007.tlg039.perseus-grc2	tlg0007.tlg039	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg039/tlg0007.tlg039.perseus-grc2.xml	Bernadotte Perrin	1916	70388	10442	42	Κράσσος					0
tlg0007.tlg006.perseus-grc2	tlg0007.tlg006	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg006/tlg0007.tlg006.perseus-grc2.xml	Bernadotte Perrin	1914	11434	1610	6	Λυκούργου καὶ Νομᾶ σύγκρισις					0
tlg0007.tlg030.perseus-grc2	tlg0007.tlg030	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; fre	tlg0007/tlg030/tlg0007.tlg030.perseus-grc2.xml	Bernadotte Perrin	1920	73810	11028	44	Πύρρος					0
tlg0007.tlg008.perseus-grc2	tlg0007.tlg008	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg008/tlg0007.tlg008.perseus-grc2.xml	Bernadotte Perrin	1914	39846	5890	24	Ποπλικόλας					0
tlg0007.tlg037.perseus-grc2	tlg0007.tlg037	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg037/tlg0007.tlg037.perseus-grc2.xml	Bernadotte Perrin	1914	6568	991	4	Κίμωνος καὶ Λουκούλλος σύγκρισις					0
tlg0007.tlg015.perseus-grc2	tlg0007.tlg015	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg015/tlg0007.tlg015.perseus-grc2.xml	Bernadotte Perrin	1916	69499	10227	41	Ἀλκιβιάδης					0
tlg0007.tlg012.perseus-grc2	tlg0007.tlg012	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg012/tlg0007.tlg012.perseus-grc2.xml	Bernadotte Perrin	1916	70131	10395	42	Περικλῆς					0
tlg0007.tlg024.perseus-grc2	tlg0007.tlg024	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg024/tlg0007.tlg024.perseus-grc2.xml	Bernadotte Perrin	1914	56665	8394	34	Ἀριστείδης					0
tlg0007.tlg023.perseus-grc2	tlg0007.tlg023	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg023/tlg0007.tlg023.perseus-grc2.xml	Bernadotte Perrin	1917	5617	836	3	Πελοπίδου καὶ Μαρκέλλου σύγκρισις					0
tlg0007.tlg048.perseus-grc2	tlg0007.tlg048	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg048/tlg0007.tlg048.perseus-grc2.xml	Bernadotte Perrin	1919	108971	16118	64	Καῖσαρ					0
tlg0007.tlg083.perseus-grc3	tlg0007.tlg083	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg083/tlg0007.tlg083.perseus-grc3.xml	Frank Cole Babbitt	1931	135898	20167	81	Γυναικῶν ἀρεταί					0
tlg0007.tlg070.perseus-grc2	tlg0007.tlg070	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg070/tlg0007.tlg070.perseus-grc2.xml	Grēgorios N. Vernardakēs	1888	81958	12362	49	Πῶς ἄν τις διακρίνειε τὸν κόλακα τοῦ φίλου					0
tlg0007.tlg079.perseus-grc2	tlg0007.tlg079	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg079/tlg0007.tlg079.perseus-grc2.xml	Grēgorios N. Vernardakēs	1888	59820	9320	37	Τῶν ἑπτὰ σοφῶν συμπόσιον					0
tlg0007.tlg041.perseus-grc2	tlg0007.tlg041	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg041/tlg0007.tlg041.perseus-grc2.xml	Bernadotte Perrin	1919	37779	5515	22	Εὐμένης					0
tlg0007.tlg025.perseus-grc2	tlg0007.tlg025	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg025/tlg0007.tlg025.perseus-grc2.xml	Bernadotte Perrin	1914	54640	8219	33	Μάρκος Κάτων					0
tlg0007.tlg078.perseus-grc2	tlg0007.tlg078	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg078/tlg0007.tlg078.perseus-grc2.xml	Grēgorios N. Vernardakēs	1888	25893	3894	16	Γαμικὰ παραγγέλματα					0
tlg0007.tlg047.perseus-grc2	tlg0007.tlg047	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg047/tlg0007.tlg047.perseus-grc2.xml	Bernadotte Perrin	1919	199119	20096	80	Ἀλέξανδρος					0
tlg0007.tlg085.perseus-grc4	tlg0007.tlg085	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat	tlg0007/tlg085/tlg0007.tlg085.perseus-grc4.xml	Grēgorios N. Vernardakēs	1889	32657	4731	19	Συναγωγὴ ἱστοριῶν παραλλήλων Ἑλληνικῶν καὶ Ῥωμαϊκῶν					0
tlg0007.tlg049.perseus-grc2	tlg0007.tlg049	Plutarch			0	1	Greek	tlg0007	Q41523	75	eng; grc	tlg0007/tlg049/tlg0007.tlg049.perseus-grc2.xml	Bernadotte Perrin	1919	56350	8349	33	Φωκίων					0
tlg0007.tlg076.perseus-grc2	tlg0007.tlg076	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg076/tlg0007.tlg076.perseus-grc2.xml	Grēgorios N. Vernardakēs	1888	64576	10197	41	Πραμυθητικὸς πρὸς Ἀπολλώνιον					0
tlg0007.tlg082.perseus-grc3	tlg0007.tlg082	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg082/tlg0007.tlg082.perseus-grc3.xml	Frank Cole Babbitt	1931	218490	29362	117	Ἀποφθέγματα Λακωνικά					0
tlg0007.tlg104.perseus-grc2	tlg0007.tlg104	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg104/tlg0007.tlg104.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	26043	3877	16	Περὶ δυσωπίας					0
tlg0007.tlg103.perseus-grc2	tlg0007.tlg103	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg103/tlg0007.tlg103.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	16602	2482	10	Περὶ φιλοπλουτίας					0
tlg0007.tlg135.perseus-grc2	tlg0007.tlg135	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg135/tlg0007.tlg135.perseus-grc2.xml	Grēgorios N. Vernardakēs	1895	7301	1192	5	Ἐπιτομὴ τοῦ περὶ τῆς ἐν τῷ Τιμαίῳ ψυχογονίας					0
tlg0007.tlg084a.perseus-grc4	tlg0007.tlg084a	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg084a/tlg0007.tlg084a.perseus-grc4.xml	Grēgorios N. Vernardakēs	1889	93875	14348	57	Κεφαλαίων καταγραφή Ῥωμαϊκά					0
tlg0007.tlg084a.perseus-grc3	tlg0007.tlg084a	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg084a/tlg0007.tlg084a.perseus-grc3.xml	Frank Cole Babbitt	1936	96534	14725	59	Ἀίτια Ῥωμαϊκά					0
tlg0007.tlg132.perseus-grc2	tlg0007.tlg132	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg132/tlg0007.tlg132.perseus-grc2.xml	Grēgorios N. Vernardakēs	1895	8180	1245	5	Περὶ σαρκοφαγίας λόγος β′					0
tlg0007.tlg133.perseus-grc2	tlg0007.tlg133	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg133/tlg0007.tlg133.perseus-grc2.xml	Grēgorios N. Vernardakēs	1895	39263	6209	25	Πλατωνικὰ ζητήματα					0
tlg0007.tlg102.perseus-grc2	tlg0007.tlg102	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg102/tlg0007.tlg102.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	26915	3960	16	Περὶ πολυπραγμοσύνης					0
tlg0007.tlg105.perseus-grc2	tlg0007.tlg105	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg105/tlg0007.tlg105.perseus-grc2.xml	Grēgorios N. Vernardakēs	1891	7626	1152	5	Περὶ φθόνου καὶ μίσους					0
tlg0007.tlg082b.perseus-grc3	tlg0007.tlg082b	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg082b/tlg0007.tlg082b.perseus-grc3.xml	Frank Cole Babbitt	1931	8283	1246	5	Λακαινῶν ἀποφθάγματα					0
tlg0007.tlg082b.perseus-grc4	tlg0007.tlg082b	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg082b/tlg0007.tlg082b.perseus-grc4.xml	Grēgorios N. Vernardakēs; Gregorius N. Bernardakis	1889	7802	1187	5	Λακαινῶν ἀποφθέγματα					0
tlg0007.tlg123.perseus-grc2	tlg0007.tlg123	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg123/tlg0007.tlg123.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	61292	8969	36	Περὶ τῆς Ἡροδότου κακοηθείας					0
tlg0007.tlg112.perseus-grc2	tlg0007.tlg112	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg112/tlg0007.tlg112.perseus-grc2.xml	Grēgorios N. Vernardakēs	1892	490867	72763	291	Συμποσιακῶν προβλημάτων βιβλία					0
tlg0007.tlg115.perseus-grc2	tlg0007.tlg115	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg115/tlg0007.tlg115.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	13359	2043	8	Περὶ τοῦ ὅτι μάλιστα τοῖς ἡγεμόσι δεῖ τὸν φιλοσοφόν διαλέγεσθαι					0
tlg0007.tlg141.perseus-grc2	tlg0007.tlg141	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg141/tlg0007.tlg141.perseus-grc2.xml	Grēgorios N. Vernardakēs	1895	8107	1238	5	Εἰ καλῶς εἴρηται τὸ λάθε βιώτας					0
tlg0007.tlg114.perseus-grc2	tlg0007.tlg114	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg114/tlg0007.tlg114.perseus-grc2.xml	Grēgorios N. Vernardakēs	1892	12867	1950	8	Ἐρωτικαὶ διηγήσεις					0
tlg0007.tlg113.perseus-grc2	tlg0007.tlg113	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg113/tlg0007.tlg113.perseus-grc2.xml	Grēgorios N. Vernardakēs	1892	88923	13690	55	Ἐρωτικός					0
tlg0007.tlg125.perseus-grc2	tlg0007.tlg125	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg125/tlg0007.tlg125.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	30640	4755	19	Αἴτια φυσικά					0
tlg0007.tlg122.perseus-grc2	tlg0007.tlg122	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; lat; eng	tlg0007/tlg122/tlg0007.tlg122.perseus-grc2.xml	Grēgorios N. Vernardakēs	1893	4654	718	3	Συγκρίσεως Ἀριστοφάνους καὶ Μενάνδρου ἐπιτομή					0
tlg0007.tlg140.perseus-grc2	tlg0007.tlg140	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng; lat	tlg0007/tlg140/tlg0007.tlg140.perseus-grc2.xml	Grēgorios N. Vernardakēs	1895	63616	9894	40	Πρὸς Κωλώτην					0
tlg0007.tlg032.perseus-grc2	tlg0007.tlg032	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg032/tlg0007.tlg032.perseus-grc2.xml	Bernadotte Perrin	1916	55572	8196	33	Λύσανδρος					0
tlg0007.tlg035.perseus-grc2	tlg0007.tlg035	Plutarch			0	1	Greek	tlg0007	Q41523	75	grc; eng	tlg0007/tlg035/tlg0007.tlg035.perseus-grc2.xml	Bernadotte Perrin	1914	40042	5949	24	Κίμων					0
